id,cnt
680,2653.767294
681,2233.365664
682,2338.121087
683,2172.602017
684,2477.443627
685,2158.314563
686,2638.757042
687,1966.06383
688,1731.349789
689,2482.289648
690,2727.541299
691,2960.801343
692,1340.070429
693,2615.747182
694,1935.17182
695,1520.002304
696,2792.70899
697,1649.961789
698,2495.651558
699,2342.36701
700,2326.785003
701,2296.768547
702,2058.813614
703,2759.717791
704,2673.860229
705,2898.628518
706,2250.328529
707,1962.021932
708,2289.300555
709,1716.719992
710,2175.819088
711,2271.770992
712,2351.719821
713,2320.712716
714,2119.495073
715,1867.275687
716,2096.961594
717,2533.211079
718,2603.118105
719,2637.646554
720,2206.115678
721,1575.036275
722,672.7308817
723,829.2261394
724,2128.923185
725,706.0893592
726,-29.75886265
727,1186.598463
728,1928.278457
729,1278.535117
730,263.0940257
731,1948.557223
